Using backend: pytorch
Namespace(dataset='Citeseer', dropout=0.75, early_stopping=100, epochs=200, gpu=0, hid_dim=16, lamb=0.0005, lr=0.01, num_layers=1, num_stacks=2)
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004
Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1417 | Train Loss 1.7932 | Val Acc 0.1560 | Val loss 1.7933:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.7833 | Train Loss 0.7927 | Val Acc 0.4620 | Val loss 1.4857:  52%|█████▏    | 104/200 [00:01<00:00, 110.37it/s]
Train Acc 0.7833 | Train Loss 0.7927 | Val Acc 0.4620 | Val loss 1.4857:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8333 | Train Loss 0.7606 | Val Acc 0.4080 | Val loss 1.5476:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8083 | Train Loss 0.7304 | Val Acc 0.4280 | Val loss 1.5483:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8750 | Train Loss 0.6577 | Val Acc 0.4260 | Val loss 1.4998:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8667 | Train Loss 0.6519 | Val Acc 0.4260 | Val loss 1.5614:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8500 | Train Loss 0.6736 | Val Acc 0.4340 | Val loss 1.5389:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8083 | Train Loss 0.6884 | Val Acc 0.4040 | Val loss 1.5226:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8333 | Train Loss 0.7059 | Val Acc 0.3740 | Val loss 1.5645:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8167 | Train Loss 0.7425 | Val Acc 0.4300 | Val loss 1.5463:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.7750 | Train Loss 0.7317 | Val Acc 0.4340 | Val loss 1.5211:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.7667 | Train Loss 0.7992 | Val Acc 0.4440 | Val loss 1.5300:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8250 | Train Loss 0.6917 | Val Acc 0.3900 | Val loss 1.6369:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8000 | Train Loss 0.7577 | Val Acc 0.4280 | Val loss 1.5482:  58%|█████▊    | 116/200 [00:01<00:00, 110.40it/s]
Train Acc 0.8000 | Train Loss 0.7577 | Val Acc 0.4280 | Val loss 1.5482:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8083 | Train Loss 0.6605 | Val Acc 0.4200 | Val loss 1.5300:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.7583 | Train Loss 0.7345 | Val Acc 0.4140 | Val loss 1.5480:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8250 | Train Loss 0.6903 | Val Acc 0.4420 | Val loss 1.4476:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8167 | Train Loss 0.6765 | Val Acc 0.4220 | Val loss 1.5371:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8250 | Train Loss 0.6946 | Val Acc 0.4200 | Val loss 1.5492:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8500 | Train Loss 0.6827 | Val Acc 0.4380 | Val loss 1.5344:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8000 | Train Loss 0.7189 | Val Acc 0.4420 | Val loss 1.5656:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8250 | Train Loss 0.6909 | Val Acc 0.4540 | Val loss 1.4770:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8583 | Train Loss 0.6166 | Val Acc 0.4440 | Val loss 1.5300:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8500 | Train Loss 0.5870 | Val Acc 0.4140 | Val loss 1.5596:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8000 | Train Loss 0.6637 | Val Acc 0.4580 | Val loss 1.5050:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8667 | Train Loss 0.6013 | Val Acc 0.4180 | Val loss 1.5995:  64%|██████▍   | 128/200 [00:01<00:00, 111.87it/s]
Train Acc 0.8667 | Train Loss 0.6013 | Val Acc 0.4180 | Val loss 1.5995:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8083 | Train Loss 0.6713 | Val Acc 0.4660 | Val loss 1.4406:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.7833 | Train Loss 0.7174 | Val Acc 0.4120 | Val loss 1.5433:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.7750 | Train Loss 0.6810 | Val Acc 0.4440 | Val loss 1.5568:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8417 | Train Loss 0.5954 | Val Acc 0.4320 | Val loss 1.5336:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8500 | Train Loss 0.5963 | Val Acc 0.4060 | Val loss 1.5652:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8167 | Train Loss 0.6686 | Val Acc 0.4300 | Val loss 1.5846:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8333 | Train Loss 0.6192 | Val Acc 0.4460 | Val loss 1.4964:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8250 | Train Loss 0.6535 | Val Acc 0.4540 | Val loss 1.5062:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.7917 | Train Loss 0.6642 | Val Acc 0.4400 | Val loss 1.4617:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8083 | Train Loss 0.6304 | Val Acc 0.4300 | Val loss 1.5626:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.7750 | Train Loss 0.7169 | Val Acc 0.4300 | Val loss 1.4947:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8500 | Train Loss 0.6622 | Val Acc 0.4400 | Val loss 1.5651:  70%|███████   | 140/200 [00:01<00:00, 113.10it/s]
Train Acc 0.8500 | Train Loss 0.6622 | Val Acc 0.4400 | Val loss 1.5651:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8000 | Train Loss 0.6536 | Val Acc 0.4780 | Val loss 1.4854:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.7500 | Train Loss 0.6686 | Val Acc 0.4620 | Val loss 1.4897:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8833 | Train Loss 0.6043 | Val Acc 0.4360 | Val loss 1.5172:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8083 | Train Loss 0.6297 | Val Acc 0.4340 | Val loss 1.4976:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.7917 | Train Loss 0.6407 | Val Acc 0.4300 | Val loss 1.5031:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8417 | Train Loss 0.6445 | Val Acc 0.4500 | Val loss 1.5176:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8833 | Train Loss 0.5818 | Val Acc 0.4240 | Val loss 1.4705:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8167 | Train Loss 0.6500 | Val Acc 0.4500 | Val loss 1.5325:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8417 | Train Loss 0.6243 | Val Acc 0.4560 | Val loss 1.5167:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8333 | Train Loss 0.6567 | Val Acc 0.4560 | Val loss 1.4800:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.7917 | Train Loss 0.6911 | Val Acc 0.4260 | Val loss 1.4721:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8750 | Train Loss 0.6079 | Val Acc 0.4060 | Val loss 1.5515:  76%|███████▌  | 152/200 [00:01<00:00, 113.23it/s]
Train Acc 0.8750 | Train Loss 0.6079 | Val Acc 0.4060 | Val loss 1.5515:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.7750 | Train Loss 0.6348 | Val Acc 0.4500 | Val loss 1.5101:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.7917 | Train Loss 0.7093 | Val Acc 0.4260 | Val loss 1.5232:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.7833 | Train Loss 0.5911 | Val Acc 0.4160 | Val loss 1.5150:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8500 | Train Loss 0.6260 | Val Acc 0.4620 | Val loss 1.4964:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8750 | Train Loss 0.5642 | Val Acc 0.4660 | Val loss 1.4997:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8167 | Train Loss 0.6577 | Val Acc 0.4580 | Val loss 1.4550:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8167 | Train Loss 0.6992 | Val Acc 0.4420 | Val loss 1.5110:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8750 | Train Loss 0.6048 | Val Acc 0.4480 | Val loss 1.5185:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8000 | Train Loss 0.6632 | Val Acc 0.4800 | Val loss 1.5111:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8250 | Train Loss 0.6618 | Val Acc 0.4460 | Val loss 1.4832:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8083 | Train Loss 0.6310 | Val Acc 0.4880 | Val loss 1.4590:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8917 | Train Loss 0.5553 | Val Acc 0.4180 | Val loss 1.5453:  82%|████████▏ | 164/200 [00:01<00:00, 112.25it/s]
Train Acc 0.8917 | Train Loss 0.5553 | Val Acc 0.4180 | Val loss 1.5453:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8250 | Train Loss 0.6404 | Val Acc 0.4320 | Val loss 1.5002:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8417 | Train Loss 0.6268 | Val Acc 0.4500 | Val loss 1.5166:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.7917 | Train Loss 0.6817 | Val Acc 0.4520 | Val loss 1.4924:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8833 | Train Loss 0.5977 | Val Acc 0.4500 | Val loss 1.4805:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.9000 | Train Loss 0.5172 | Val Acc 0.4740 | Val loss 1.4744:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8333 | Train Loss 0.5835 | Val Acc 0.4780 | Val loss 1.4394:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8500 | Train Loss 0.6314 | Val Acc 0.4740 | Val loss 1.4299:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8333 | Train Loss 0.5985 | Val Acc 0.4360 | Val loss 1.5548:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8333 | Train Loss 0.6235 | Val Acc 0.4900 | Val loss 1.4261:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8250 | Train Loss 0.5862 | Val Acc 0.4580 | Val loss 1.5034:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8417 | Train Loss 0.5341 | Val Acc 0.4580 | Val loss 1.5578:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8000 | Train Loss 0.6690 | Val Acc 0.4800 | Val loss 1.4247:  88%|████████▊ | 176/200 [00:01<00:00, 110.56it/s]
Train Acc 0.8000 | Train Loss 0.6690 | Val Acc 0.4800 | Val loss 1.4247:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8333 | Train Loss 0.5934 | Val Acc 0.4640 | Val loss 1.4917:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8417 | Train Loss 0.6067 | Val Acc 0.4560 | Val loss 1.5469:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8333 | Train Loss 0.5952 | Val Acc 0.4340 | Val loss 1.4971:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.7833 | Train Loss 0.6294 | Val Acc 0.4260 | Val loss 1.5425:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8333 | Train Loss 0.5970 | Val Acc 0.4680 | Val loss 1.4638:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8083 | Train Loss 0.5934 | Val Acc 0.4480 | Val loss 1.5100:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.7917 | Train Loss 0.6045 | Val Acc 0.4280 | Val loss 1.5557:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8333 | Train Loss 0.6120 | Val Acc 0.4480 | Val loss 1.5196:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8167 | Train Loss 0.5727 | Val Acc 0.4680 | Val loss 1.4548:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8583 | Train Loss 0.6089 | Val Acc 0.4560 | Val loss 1.4951:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8583 | Train Loss 0.5518 | Val Acc 0.4020 | Val loss 1.5637:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8167 | Train Loss 0.5381 | Val Acc 0.4780 | Val loss 1.4235:  94%|█████████▍| 188/200 [00:01<00:00, 111.13it/s]
Train Acc 0.8167 | Train Loss 0.5381 | Val Acc 0.4780 | Val loss 1.4235: 100%|██████████| 200/200 [00:01<00:00, 111.71it/s]
Train Acc 0.8167 | Train Loss 0.5381 | Val Acc 0.4780 | Val loss 1.4235: 100%|██████████| 200/200 [00:01<00:00, 110.77it/s]
Test Acc 0.7190
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1833 | Train Loss 1.7939 | Val Acc 0.1480 | Val loss 1.7933:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2083 | Train Loss 1.7893 | Val Acc 0.1560 | Val loss 1.7928:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1917 | Train Loss 1.7833 | Val Acc 0.1800 | Val loss 1.7909:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7821 | Val Acc 0.1720 | Val loss 1.7899:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7769 | Val Acc 0.1680 | Val loss 1.7939:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1833 | Train Loss 1.7833 | Val Acc 0.1960 | Val loss 1.7877:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2333 | Train Loss 1.7749 | Val Acc 0.1720 | Val loss 1.7891:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2750 | Train Loss 1.7538 | Val Acc 0.1840 | Val loss 1.7873:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2417 | Train Loss 1.7538 | Val Acc 0.2020 | Val loss 1.7819:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2583 | Train Loss 1.7543 | Val Acc 0.2000 | Val loss 1.7848:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3000 | Train Loss 1.7431 | Val Acc 0.1780 | Val loss 1.7860:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3000 | Train Loss 1.7431 | Val Acc 0.1780 | Val loss 1.7860:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.2417 | Train Loss 1.7431 | Val Acc 0.2300 | Val loss 1.7755:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3167 | Train Loss 1.7433 | Val Acc 0.2300 | Val loss 1.7762:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3833 | Train Loss 1.7228 | Val Acc 0.2480 | Val loss 1.7770:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3083 | Train Loss 1.7215 | Val Acc 0.2280 | Val loss 1.7691:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.4250 | Train Loss 1.6847 | Val Acc 0.2240 | Val loss 1.7699:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3833 | Train Loss 1.7147 | Val Acc 0.2520 | Val loss 1.7623:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3500 | Train Loss 1.7143 | Val Acc 0.2800 | Val loss 1.7607:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.4083 | Train Loss 1.6449 | Val Acc 0.2500 | Val loss 1.7695:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.3417 | Train Loss 1.6431 | Val Acc 0.2580 | Val loss 1.7475:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.4000 | Train Loss 1.6508 | Val Acc 0.2540 | Val loss 1.7510:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.4500 | Train Loss 1.6392 | Val Acc 0.2380 | Val loss 1.7569:   6%|▌         | 11/200 [00:00<00:01, 101.39it/s]
Train Acc 0.4500 | Train Loss 1.6392 | Val Acc 0.2380 | Val loss 1.7569:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.3500 | Train Loss 1.6729 | Val Acc 0.2280 | Val loss 1.7593:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4417 | Train Loss 1.6142 | Val Acc 0.2220 | Val loss 1.7428:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4250 | Train Loss 1.6025 | Val Acc 0.2780 | Val loss 1.7485:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4750 | Train Loss 1.5705 | Val Acc 0.2520 | Val loss 1.7378:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.3833 | Train Loss 1.5633 | Val Acc 0.2880 | Val loss 1.7404:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4583 | Train Loss 1.5805 | Val Acc 0.2500 | Val loss 1.7457:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.5167 | Train Loss 1.5626 | Val Acc 0.2520 | Val loss 1.7340:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4583 | Train Loss 1.5623 | Val Acc 0.2940 | Val loss 1.7199:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.5250 | Train Loss 1.4725 | Val Acc 0.2840 | Val loss 1.7200:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.4750 | Train Loss 1.5341 | Val Acc 0.2900 | Val loss 1.7141:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.5333 | Train Loss 1.4805 | Val Acc 0.2920 | Val loss 1.7024:  11%|█         | 22/200 [00:00<00:01, 102.86it/s]
Train Acc 0.5333 | Train Loss 1.4805 | Val Acc 0.2920 | Val loss 1.7024:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5417 | Train Loss 1.4462 | Val Acc 0.3160 | Val loss 1.7048:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5000 | Train Loss 1.4611 | Val Acc 0.3180 | Val loss 1.7053:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5083 | Train Loss 1.4161 | Val Acc 0.3240 | Val loss 1.6913:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5417 | Train Loss 1.3800 | Val Acc 0.3100 | Val loss 1.7008:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5083 | Train Loss 1.4282 | Val Acc 0.2680 | Val loss 1.6970:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5417 | Train Loss 1.4218 | Val Acc 0.3260 | Val loss 1.6623:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5667 | Train Loss 1.3517 | Val Acc 0.3180 | Val loss 1.6752:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.4833 | Train Loss 1.4309 | Val Acc 0.3260 | Val loss 1.6724:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5750 | Train Loss 1.3659 | Val Acc 0.3420 | Val loss 1.6397:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.6167 | Train Loss 1.3421 | Val Acc 0.3280 | Val loss 1.6539:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5583 | Train Loss 1.2826 | Val Acc 0.3280 | Val loss 1.6588:  16%|█▋        | 33/200 [00:00<00:01, 105.93it/s]
Train Acc 0.5583 | Train Loss 1.2826 | Val Acc 0.3280 | Val loss 1.6588:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6333 | Train Loss 1.3357 | Val Acc 0.3660 | Val loss 1.6399:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.5167 | Train Loss 1.3431 | Val Acc 0.3180 | Val loss 1.6563:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6167 | Train Loss 1.3107 | Val Acc 0.3760 | Val loss 1.6132:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6250 | Train Loss 1.2219 | Val Acc 0.3540 | Val loss 1.6387:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6667 | Train Loss 1.2435 | Val Acc 0.3860 | Val loss 1.6224:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.5833 | Train Loss 1.2894 | Val Acc 0.3780 | Val loss 1.6219:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6250 | Train Loss 1.2086 | Val Acc 0.3500 | Val loss 1.6334:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6583 | Train Loss 1.1769 | Val Acc 0.3440 | Val loss 1.6483:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.7000 | Train Loss 1.1506 | Val Acc 0.3820 | Val loss 1.6194:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.5917 | Train Loss 1.1827 | Val Acc 0.3320 | Val loss 1.6268:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6583 | Train Loss 1.1170 | Val Acc 0.3560 | Val loss 1.5913:  22%|██▏       | 44/200 [00:00<00:01, 104.22it/s]
Train Acc 0.6583 | Train Loss 1.1170 | Val Acc 0.3560 | Val loss 1.5913:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.7167 | Train Loss 1.0764 | Val Acc 0.3780 | Val loss 1.6027:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.6917 | Train Loss 1.0986 | Val Acc 0.3940 | Val loss 1.5806:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.6250 | Train Loss 1.1834 | Val Acc 0.3940 | Val loss 1.6009:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.6917 | Train Loss 1.1510 | Val Acc 0.4020 | Val loss 1.5764:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.7250 | Train Loss 0.9865 | Val Acc 0.4120 | Val loss 1.5544:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.6917 | Train Loss 1.0714 | Val Acc 0.3840 | Val loss 1.5700:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
Train Acc 0.7500 | Train Loss 1.0017 | Val Acc 0.3760 | Val loss 1.5969:  28%|██▊       | 55/200 [00:00<00:01, 104.81it/s]
